"dvr","ind","sp","tx"
9.11722308358632,2,"1",0
9.09995930411128,2,"1",0
9.01931714520905,2,"1",0
9.140923284203,2,"1",0
8.98312191198021,2,"1",0
8.84594104919604,2,"1",0
9.1008508202186,2,"1",0
9.03425759969547,2,"1",0
8.93287146871722,2,"1",0
8.95266601969514,2,"1",0
9.05496314101829,2,"1",0
8.96054176476455,2,"1",0
9.04927814258813,2,"1",0
9.04873760889731,2,"1",0
8.98207074151169,2,"1",0
8.99771051312145,2,"1",0
8.92117669522385,2,"1",0
9.02713120887338,2,"1",0
9.2509544360378,2,"2",0
9.39244414671649,2,"2",0
9.38630701878147,2,"2",0
9.28111245840438,2,"2",0
9.11619799748003,2,"2",0
9.38148669644863,2,"2",0
9.16566475950787,2,"2",0
9.31903635268376,2,"2",0
9.44670844499959,2,"2",0
9.39214099616421,2,"2",0
9.31529892690903,2,"2",0
9.28597204841015,2,"2",0
9.27115897918542,2,"2",0
9.3997316707538,2,"2",0
9.32079937879032,2,"2",0
9.32071301144084,2,"2",0
9.45338248214589,2,"2",0
9.39683416549087,2,"2",0
9.31297036196448,2,"2",0
9.42889966325271,2,"2",0
9.4354730751472,2,"2",0
9.28983181187695,2,"2",0
11.9975295161914,2,"1",1
11.816607374541,2,"1",1
12.0245894579451,2,"1",1
12.0784426413105,2,"1",1
12.001614385468,2,"1",1
12.0429500999418,2,"1",1
11.9247588355157,2,"1",1
11.9314849146828,2,"1",1
11.6526706988067,2,"1",1
12.0207277599078,2,"1",1
11.9162438619684,2,"1",1
12.0081420553985,2,"1",1
11.7993838266781,2,"1",1
11.9866127556859,2,"1",1
11.988398793782,2,"1",1
11.989190333525,2,"1",1
12.0335371489705,2,"1",1
11.9627851099587,2,"1",1
11.8244420790552,2,"1",1
11.9192788025187,2,"1",1
12.185918623262,2,"1",1
11.9723176089974,2,"1",1
12.2479764557045,2,"2",1
12.2871219949737,2,"2",1
12.2713807557716,2,"2",1
12.2013620853971,2,"2",1
12.1037981742184,2,"2",1
12.3388343281547,2,"2",1
12.2783308568003,2,"2",1
12.4762443869916,2,"2",1
12.3242462330616,2,"2",1
12.4212624991369,2,"2",1
12.3512645118889,2,"2",1
12.2162254337922,2,"2",1
12.4425904921881,2,"2",1
12.4867750193475,2,"2",1
12.2892048107583,2,"2",1
12.224327981989,2,"2",1
12.5441465864636,2,"2",1
12.424054701762,2,"2",1
12.3105759574636,2,"2",1
12.1708279450472,2,"2",1
12.4552698550453,2,"2",1
12.2894302748053,2,"2",1
9.95511948013312,3,"1",0
9.89000017684369,3,"1",0
10.0466026471721,3,"1",0
9.84502416566692,3,"1",0
9.97117369365883,3,"1",0
10.0395058133237,3,"1",0
10.18593608053,3,"1",0
9.82373368561588,3,"1",0
10.0279092640119,3,"1",0
9.97779828075365,3,"1",0
9.94492106785637,3,"1",0
9.93564109508022,3,"1",0
9.9836042596633,3,"1",0
10.0054538006451,3,"1",0
10.0570751186136,3,"1",0
10.1395257549469,3,"1",0
10.0493493446178,3,"1",0
9.9008288250064,3,"1",0
10.0078257767835,3,"1",0
10.0605447422016,3,"1",0
9.99499415774026,3,"1",0
9.95788822897011,3,"1",0
10.3848283374873,3,"2",0
10.2574674980269,3,"2",0
10.4273133683089,3,"2",0
10.5348849162297,3,"2",0
10.2123415896161,3,"2",0
10.401132229592,3,"2",0
10.6382403749918,3,"2",0
10.5237316606698,3,"2",0
10.4263007894135,3,"2",0
10.3568511885401,3,"2",0
10.3610942819285,3,"2",0
10.3420156800582,3,"2",0
10.663264618077,3,"2",0
10.3326742858786,3,"2",0
10.5280199664827,3,"2",0
10.4456817435066,3,"2",0
10.2211672418021,3,"2",0
10.411321950851,3,"2",0
10.2997229439177,3,"2",0
10.5052230227699,3,"2",0
10.4354346686896,3,"2",0
10.3522005512968,3,"2",0
13.837859165799,3,"1",1
13.9378691295061,3,"1",1
13.8165076625763,3,"1",1
13.9120173676691,3,"1",1
13.6961848515565,3,"1",1
13.8105257041085,3,"1",1
13.7943265407546,3,"1",1
13.8880991818049,3,"1",1
13.790700597398,3,"1",1
13.9571262302726,3,"1",1
13.8198193182117,3,"1",1
13.6919128347147,3,"1",1
13.7445336428081,3,"1",1
13.7197595636176,3,"1",1
13.8920102906672,3,"1",1
14.0560946345639,3,"1",1
13.9318013363188,3,"1",1
13.8675034568793,3,"1",1
13.8773085321264,3,"1",1
13.7372254249536,3,"1",1
13.9844832508172,3,"1",1
13.8813375467406,3,"1",1
14.4035348125236,3,"2",1
14.3202211796167,3,"2",1
14.3521545149047,3,"2",1
14.6419288078467,3,"2",1
14.3707889113482,3,"2",1
14.3316801498409,3,"2",1
14.2318910100926,3,"2",1
14.0109105340937,3,"2",1
14.2953673949231,3,"2",1
14.1124784188085,3,"2",1
14.0821536432505,3,"2",1
14.2857278268829,3,"2",1
14.4237722053828,3,"2",1
14.26503078729,3,"2",1
14.2457827173101,3,"2",1
14.3742733313504,3,"2",1
14.142849719852,3,"2",1
14.2699093682548,3,"2",1
14.2639921831889,3,"2",1
14.2858777335925,3,"2",1
14.303308255829,3,"2",1
14.2150637209054,3,"2",1
11.1074479891129,4,"1",0
11.0130547657259,4,"1",0
11.1285197491516,4,"1",0
10.9419287409756,4,"1",0
11.0346016824179,4,"1",0
11.0368461008265,4,"1",0
11.0180108534245,4,"1",0
10.9400211356797,4,"1",0
10.9711378143705,4,"1",0
10.8817702771106,4,"1",0
11.08587446414,4,"1",0
11.0592022792588,4,"1",0
10.7795790488417,4,"1",0
10.9179726113225,4,"1",0
11.0875258199835,4,"1",0
11.0804795329931,4,"1",0
11.0159858423686,4,"1",0
10.7584301726387,4,"1",0
10.9116491247757,4,"1",0
10.9803945327565,4,"1",0
10.7556494423031,4,"1",0
10.9963559721028,4,"1",0
11.7985317328026,4,"2",0
11.7111780038886,4,"2",0
11.5439471810514,4,"2",0
11.6217001234922,4,"2",0
11.5784956446308,4,"2",0
11.5268296504415,4,"2",0
11.4847981973677,4,"2",0
11.5565147284716,4,"2",0
11.6367313396101,4,"2",0
11.3410708333758,4,"2",0
11.5743334091693,4,"2",0
11.6630182684757,4,"2",0
11.5799119094151,4,"2",0
11.7072654888407,4,"2",0
11.5074952098269,4,"2",0
11.593620122355,4,"2",0
11.4712933507875,4,"2",0
11.4176262808747,4,"2",0
11.4218547777723,4,"2",0
11.6953809717932,4,"2",0
11.3803086563558,4,"2",0
11.4364421124591,4,"2",0
11.9485045745016,4,"1",1
11.8607695992223,4,"1",1
11.6521079443248,4,"1",1
11.8174375565164,4,"1",1
11.8131955540062,4,"1",1
11.8585414618019,4,"1",1
11.6431607790614,4,"1",1
11.8776480183558,4,"1",1
11.8646284277762,4,"1",1
11.7266471557448,4,"1",1
11.8749286671737,4,"1",1
11.5717704960804,4,"1",1
11.6950156569588,4,"1",1
11.8935657948168,4,"1",1
11.6945100711413,4,"1",1
11.6501472591705,4,"1",1
11.7020518800476,4,"1",1
11.8271592938316,4,"1",1
11.6234190156982,4,"1",1
11.7843360904338,4,"1",1
11.7324366309061,4,"1",1
11.7059948150583,4,"1",1
12.1308224512962,4,"2",1
12.2805561433269,4,"2",1
12.2850128353715,4,"2",1
12.3176007771566,4,"2",1
12.1217212522241,4,"2",1
12.1342192428971,4,"2",1
12.1736067246256,4,"2",1
12.3795877284732,4,"2",1
12.2881316470553,4,"2",1
12.315235444119,4,"2",1
12.2837114501977,4,"2",1
12.1480299521613,4,"2",1
12.4141898743215,4,"2",1
12.2196674625253,4,"2",1
12.292556522567,4,"2",1
12.0966821070321,4,"2",1
12.339552896805,4,"2",1
12.2079266590756,4,"2",1
12.229164598293,4,"2",1
12.1830041102486,4,"2",1
12.3762205643331,4,"2",1
12.3229778386866,4,"2",1
11.9664259029724,5,"1",0
11.8688218403706,5,"1",0
11.9210949702252,5,"1",0
12.0308449778756,5,"1",0
12.0439700433599,5,"1",0
11.9557308345852,5,"1",0
11.8851870892453,5,"1",0
11.9216245539341,5,"1",0
11.9454926836071,5,"1",0
11.9948775943365,5,"1",0
11.9507860662667,5,"1",0
12.3324665208087,5,"1",0
12.1418048804595,5,"1",0
11.9430220513809,5,"1",0
12.0483352454872,5,"1",0
12.043501103797,5,"1",0
11.9569466750514,5,"1",0
11.9436205227584,5,"1",0
11.9190479831682,5,"1",0
11.9993165845613,5,"1",0
11.9884404747434,5,"1",0
11.9204231903144,5,"1",0
12.3077586255396,5,"2",0
12.2902070415202,5,"2",0
12.3695112676582,5,"2",0
12.3593345068608,5,"2",0
12.3957229288195,5,"2",0
12.4885164305767,5,"2",0
12.4678737535293,5,"2",0
12.5406902550741,5,"2",0
12.4486385218705,5,"2",0
12.4134235942717,5,"2",0
12.4684427069325,5,"2",0
12.4447237605752,5,"2",0
12.6854374839624,5,"2",0
12.4562033655207,5,"2",0
12.2539602618515,5,"2",0
12.5901160383139,5,"2",0
12.5338534751376,5,"2",0
12.3617528990238,5,"2",0
12.6185282586948,5,"2",0
12.5338052327088,5,"2",0
12.3990665963627,5,"2",0
12.2684320752885,5,"2",0
15.7805691485011,5,"1",1
15.6292111747141,5,"1",1
15.6439788351038,5,"1",1
15.8576457469729,5,"1",1
15.6916966586969,5,"1",1
15.6096774817808,5,"1",1
15.6739135197289,5,"1",1
15.7812817458736,5,"1",1
15.8166113880289,5,"1",1
15.7005854488302,5,"1",1
15.8215911502123,5,"1",1
15.7543646179845,5,"1",1
15.7461387751413,5,"1",1
15.6133402078856,5,"1",1
15.8755183291931,5,"1",1
15.6239058737304,5,"1",1
15.8333478161382,5,"1",1
15.715636852628,5,"1",1
15.7336975303022,5,"1",1
15.8149546323979,5,"1",1
15.7479368147984,5,"1",1
15.8101748752277,5,"1",1
16.3135343187308,5,"2",1
16.1532509706039,5,"2",1
16.049854765266,5,"2",1
16.1196203180315,5,"2",1
16.162525905572,5,"2",1
16.2007403105959,5,"2",1
16.1635857756774,5,"2",1
16.304369785965,5,"2",1
16.2399885359557,5,"2",1
16.1585826970193,5,"2",1
16.0269683286802,5,"2",1
16.0821403254791,5,"2",1
16.2802609415918,5,"2",1
16.1485950105152,5,"2",1
16.1676979272593,5,"2",1
16.1592395574403,5,"2",1
16.1258874666654,5,"2",1
16.2327222082218,5,"2",1
16.2780401591963,5,"2",1
15.9962798371989,5,"2",1
16.177295641186,5,"2",1
15.9802692895407,5,"2",1
13.0933365202235,6,"1",0
12.9031044352797,6,"1",0
12.8877461783027,6,"1",0
12.8486879940297,6,"1",0
13.0047962899434,6,"1",0
12.9509845744745,6,"1",0
13.0602159800869,6,"1",0
12.9582524418579,6,"1",0
12.9510221022417,6,"1",0
13.0383639643698,6,"1",0
13.2141547848968,6,"1",0
13.0296493803618,6,"1",0
13.0819332814049,6,"1",0
13.0365796583654,6,"1",0
12.9505480916308,6,"1",0
12.9013336928072,6,"1",0
13.0951205770209,6,"1",0
12.8108012205253,6,"1",0
13.0805141136402,6,"1",0
13.0181962597206,6,"1",0
13.1034994448801,6,"1",0
13.0856238604237,6,"1",0
13.3540630877074,6,"2",0
13.4721129628784,6,"2",0
13.5508473653597,6,"2",0
13.3146994940963,6,"2",0
13.4760065857114,6,"2",0
13.2698526596991,6,"2",0
13.6576774974147,6,"2",0
13.6747421272566,6,"2",0
13.4697369417043,6,"2",0
13.4704817978681,6,"2",0
13.6497395800315,6,"2",0
13.3739848701856,6,"2",0
13.5505649909616,6,"2",0
13.4540512685053,6,"2",0
13.4862047779933,6,"2",0
13.5455613245183,6,"2",0
13.490581845368,6,"2",0
13.4217970625663,6,"2",0
13.4506329478294,6,"2",0
13.6930648784225,6,"2",0
13.5986301684151,6,"2",0
13.541202094966,6,"2",0
15.5354447634721,6,"1",1
15.6583276646737,6,"1",1
15.4448652955706,6,"1",1
15.6312068654273,6,"1",1
15.5759367949226,6,"1",1
15.5458761803596,6,"1",1
15.4171398424026,6,"1",1
15.3747340917513,6,"1",1
15.5822716283568,6,"1",1
15.6378889022357,6,"1",1
15.377677334314,6,"1",1
15.6237879979558,6,"1",1
15.5593593883389,6,"1",1
15.7064818453518,6,"1",1
15.5400171108437,6,"1",1
15.5036568644769,6,"1",1
15.6405883169083,6,"1",1
15.7229589669463,6,"1",1
15.5652004329782,6,"1",1
15.6091916738039,6,"1",1
15.4568212825511,6,"1",1
15.5891465723332,6,"1",1
15.8942443572371,6,"2",1
16.0826359246311,6,"2",1
15.9967110689866,6,"2",1
16.0117739418788,6,"2",1
16.1030797484608,6,"2",1
16.232638195195,6,"2",1
15.9550237119822,6,"2",1
15.9093692631724,6,"2",1
15.843523558848,6,"2",1
16.0786531143349,6,"2",1
16.0216009089464,6,"2",1
16.1619408852232,6,"2",1
16.1248370875483,6,"2",1
16.0502420379516,6,"2",1
15.7720552303701,6,"2",1
15.9964875783085,6,"2",1
16.2011725550458,6,"2",1
15.9966702729146,6,"2",1
15.9728651968517,6,"2",1
16.0679161406771,6,"2",1
16.0221237783448,6,"2",1
16.0047530608376,6,"2",1
13.9445515355367,7,"1",0
13.8888709239786,7,"1",0
14.0941959066106,7,"1",0
13.989308698177,7,"1",0
13.9774074670764,7,"1",0
14.0235244238474,7,"1",0
13.9309798151433,7,"1",0
14.0524023387146,7,"1",0
13.9927818766179,7,"1",0
13.9874273127279,7,"1",0
13.8187514588474,7,"1",0
13.7426056538968,7,"1",0
13.9848802788856,7,"1",0
13.7645451009591,7,"1",0
13.9488328776767,7,"1",0
14.0771516882341,7,"1",0
13.9112424159935,7,"1",0
13.8907497339196,7,"1",0
14.039284162239,7,"1",0
13.7520395200537,7,"1",0
14.0954186236092,7,"1",0
13.9656821976824,7,"1",0
14.3828815100392,7,"2",0
14.4813276973446,7,"2",0
14.496715568876,7,"2",0
14.4131470842239,7,"2",0
14.4693588711053,7,"2",0
14.2596146341089,7,"2",0
14.6092200745298,7,"2",0
14.5646138128524,7,"2",0
14.6018117892277,7,"2",0
14.3444161608009,7,"2",0
14.5478508183763,7,"2",0
14.3182531474139,7,"2",0
14.3836314630451,7,"2",0
14.5760938182244,7,"2",0
14.6076403884355,7,"2",0
14.5734060424781,7,"2",0
14.4289672740332,7,"2",0
14.3137163979356,7,"2",0
14.642426424246,7,"2",0
14.1689615331926,7,"2",0
14.2378556608904,7,"2",0
14.5228997793512,7,"2",0
17.5067098049864,7,"1",1
17.7071845310886,7,"1",1
17.5881797316842,7,"1",1
17.5479079477342,7,"1",1
17.708059104217,7,"1",1
17.7072946874612,7,"1",1
17.5959901618814,7,"1",1
17.4652835560056,7,"1",1
17.6579324513617,7,"1",1
17.3978856184753,7,"1",1
17.8333902640008,7,"1",1
17.5582519152333,7,"1",1
17.5771538607364,7,"1",1
17.5741195477273,7,"1",1
17.6688851677973,7,"1",1
17.7121724786088,7,"1",1
17.7104489390614,7,"1",1
17.6109590437616,7,"1",1
17.5133314073945,7,"1",1
17.6993803646995,7,"1",1
17.4618005553706,7,"1",1
17.4605213746881,7,"1",1
17.9922354498766,7,"2",1
18.0021453041823,7,"2",1
18.1882340092499,7,"2",1
17.9105667540684,7,"2",1
18.1565663716353,7,"2",1
18.206917685019,7,"2",1
17.848694095721,7,"2",1
18.0926838540617,7,"2",1
17.7395547080866,7,"2",1
17.9685311648664,7,"2",1
17.8959583174195,7,"2",1
17.9583537096977,7,"2",1
17.8628593244778,7,"2",1
18.0839286802092,7,"2",1
17.858411797392,7,"2",1
18.1164607238105,7,"2",1
18.1030465770053,7,"2",1
17.8802991705524,7,"2",1
18.0984035801002,7,"2",1
17.9239488661041,7,"2",1
18.0526805225409,7,"2",1
17.9493090924294,7,"2",1
